iter	Logloss
505	0.1815015334
506	0.1814176634
507	0.1813682759
508	0.1812598007
509	0.1811971291
510	0.1810694171
511	0.1810048959
512	0.180924824
513	0.1808571843
514	0.180815665
515	0.1806821901
516	0.1806261642
517	0.1805681024
518	0.1805235504
519	0.1804772337
520	0.180394013
521	0.1803250159
522	0.1802396314
523	0.1801819749
524	0.1801509808
525	0.1801234837
526	0.1800959546
527	0.1800671913
528	0.1800249802
529	0.1799617451
530	0.1799203645
531	0.1798283136
532	0.1797771122
533	0.1797391646
534	0.1796469058
535	0.1795602838
536	0.1795167507
537	0.1794571838
538	0.179412041
539	0.1793192643
540	0.1792301391
541	0.1791406408
542	0.1790935517
543	0.1790587511
544	0.1790207075
545	0.1789566014
546	0.1789053399
547	0.1788614767
548	0.1788077757
549	0.1787466145
550	0.1786993392
551	0.1786208937
552	0.1785874473
553	0.1785438335
554	0.1785034296
555	0.1784089798
556	0.1783562561
557	0.1782984402
558	0.1782321646
559	0.1781543242
560	0.1780926748
561	0.1780131528
562	0.1779587984
563	0.1779073732
564	0.1778637217
565	0.1777755552
566	0.177701535
567	0.177646365
568	0.1776225147
569	0.177555917
570	0.1775109257
571	0.1774761778
572	0.1774227036
573	0.1773459159
574	0.1773103492
575	0.1772578792
576	0.177206143
577	0.1771459408
578	0.1770865031
579	0.1770273358
580	0.1769557502
581	0.1769126201
582	0.1768604456
583	0.1768079954
584	0.1767367564
585	0.1766957086
586	0.1766593094
587	0.1766027481
588	0.1765513764
589	0.1764927046
590	0.1764714962
591	0.1764087608
592	0.1763700582
593	0.1763199633
594	0.1762657689
595	0.1762312833
596	0.1761519042
597	0.1761143654
598	0.176024479
599	0.1759644008
600	0.1758847502
601	0.1758157122
602	0.1757764764
603	0.1756759706
604	0.1756328773
605	0.1755938999
606	0.1755401767
607	0.1754929342
608	0.1754304996
609	0.1753677464
610	0.1753125794
611	0.1752357508
612	0.1752203055
613	0.1751794951
614	0.1751309542
615	0.1750982873
616	0.175060821
617	0.1749595121
618	0.1749216463
619	0.1748584245
620	0.1748296478
621	0.1747832791
622	0.1747426782
623	0.1746886251
624	0.1746456212
625	0.1746033002
626	0.1745563457
627	0.1745132871
628	0.1744845002
629	0.1744519749
630	0.1744084922
631	0.1743597853
632	0.1742971785
633	0.1742596397
634	0.1742208812
635	0.1741908895
636	0.1741239304
637	0.1740734522
638	0.17404256
639	0.1740033914
640	0.173935991
641	0.173893397
642	0.1738514741
643	0.173793082
644	0.1737538595
645	0.1737108609
646	0.1736780473
647	0.1736465524
648	0.1736166785
649	0.1735556355
650	0.173527698
651	0.1734763883
652	0.1734260799
653	0.1733947911
654	0.1733274024
655	0.1732819399
656	0.1732321406
657	0.1731981945
658	0.1731294223
659	0.1731003284
660	0.173055302
661	0.1730117015
662	0.1729505833
663	0.1729204967
664	0.1728841902
665	0.1728531252
666	0.1728130145
667	0.1727887951
668	0.172731594
669	0.1726537127
670	0.1725902171
671	0.1725245528
672	0.1724646252
673	0.1724263799
674	0.1724160501
675	0.1723852078
676	0.172350611
677	0.1723178773
678	0.1722601731
679	0.17222019
680	0.1721659458
681	0.1721344622
682	0.1720914672
683	0.1720002955
684	0.1719716794
685	0.1719412547
686	0.171904863
687	0.171849667
688	0.1718030469
689	0.1717474978
690	0.1716946737
691	0.1716319874
692	0.1716050621
693	0.171554974
694	0.1715080701
695	0.171463784
696	0.1714216928
697	0.1713873512
698	0.1713549269
699	0.1713142789
700	0.1712588116
701	0.1712293808
702	0.1711683314
703	0.1711345872
704	0.171093467
705	0.1710394411
706	0.1709992655
707	0.1708606065
708	0.1708056645
709	0.1707402729
710	0.1706884476
711	0.170643946
712	0.170600755
713	0.1705616514
714	0.1705260969
715	0.1704801898
716	0.1704443079
717	0.1703815243
718	0.1703100237
719	0.1702838174
720	0.1702586952
721	0.1702183688
722	0.1701780608
723	0.1701254241
724	0.1700679583
725	0.1700129209
726	0.1699807889
727	0.1699482714
728	0.1699094403
729	0.1698620587
730	0.1698338686
731	0.1697786534
732	0.1697577405
733	0.16972629
734	0.1697093889
735	0.1696782858
736	0.1696527377
737	0.1696128084
738	0.1695816192
739	0.1694985372
740	0.1694749247
741	0.1694465151
742	0.1694131799
743	0.1693883635
744	0.1693215471
745	0.1692962003
746	0.1692393446
747	0.16918868
748	0.1691344719
749	0.1691077423
750	0.1690431725
751	0.1690054827
752	0.1689772932
753	0.1689468262
754	0.1689085264
755	0.1687895368
756	0.1687384812
757	0.1686951917
758	0.1686303207
759	0.1685780851
760	0.1685374693
761	0.1685008996
762	0.1684625005
763	0.1684264972
764	0.1683874465
765	0.1683474378
766	0.1683115372
767	0.168296538
768	0.1682473017
769	0.1682012481
770	0.1681373289
771	0.1681060591
772	0.1680807202
773	0.1680525228
774	0.1680142304
775	0.1679777745
776	0.1679612494
777	0.1679088689
778	0.1678488233
779	0.1678291373
780	0.1677578048
781	0.1676966584
782	0.167660335
783	0.1676133085
784	0.1675733209
785	0.1675388638
786	0.1675090528
787	0.1674562927
788	0.1674039875
789	0.1673560243
790	0.1673218133
791	0.1672945762
792	0.1672739621
793	0.1672534199
794	0.167218354
795	0.1671610373
796	0.1671268542
797	0.1671082249
798	0.1670656749
799	0.1670257454
800	0.1669859022
801	0.1669534583
802	0.1669069535
803	0.1668893471
804	0.1668585167
805	0.1668179806
806	0.1667725174
807	0.1667081054
808	0.1666287565
809	0.1665987562
810	0.166545505
811	0.1664941422
812	0.1664693882
813	0.1664587289
814	0.1664112799
815	0.166399448
816	0.1663568259
817	0.1663240634
818	0.1662923862
819	0.1662707388
820	0.1662298023
821	0.1662088741
822	0.1661752223
823	0.1661408558
824	0.1660753619
825	0.1660077077
826	0.1659600545
827	0.1659159384
828	0.1658638611
829	0.1658227693
830	0.1657936481
831	0.1657313385
832	0.1656720482
833	0.1655900248
834	0.1655446141
835	0.1655117885
836	0.1654765102
837	0.1654494753
838	0.1653752719
839	0.1653412988
840	0.165307689
841	0.1652485197
842	0.1652203552
843	0.1651861808
844	0.1651052425
845	0.1650608896
846	0.165030272
847	0.1649800782
848	0.1649376122
849	0.1648988512
850	0.1648578256
851	0.1648074971
852	0.1647706945
853	0.1647420742
854	0.1647077343
855	0.1646779595
856	0.1646472228
857	0.1645877654
858	0.1645303283
859	0.1645036992
860	0.1644544396
861	0.1644104373
862	0.1643662446
863	0.1643389149
864	0.1642809332
865	0.1642657454
866	0.1642274568
867	0.1641737522
868	0.1641527774
869	0.1641035013
870	0.164061052
871	0.1640215473
872	0.1640017645
873	0.1639709154
874	0.1639162325
875	0.1638675602
876	0.1638408671
877	0.1638013753
878	0.1637499504
879	0.163704394
880	0.1636563229
881	0.1636122294
882	0.1635728043
883	0.1635601389
884	0.163496646
885	0.1634605818
886	0.1634351091
887	0.1633993032
888	0.16335896
889	0.1632889062
890	0.1632701729
891	0.163179138
892	0.1631563073
893	0.1631281543
894	0.1630838699
895	0.1630595165
896	0.163022492
897	0.1629711769
898	0.1629437427
899	0.1629043619
900	0.1628628597
901	0.1627857288
902	0.1627306046
903	0.1626906567
904	0.1626388817
905	0.1626134854
906	0.162584191
907	0.162548895
908	0.1625013994
909	0.1624882954
910	0.1624155242
911	0.1623953844
912	0.1623479392
913	0.1623038808
914	0.1622601476
915	0.1622409372
916	0.1622035784
917	0.1621616576
918	0.1621211506
919	0.1620849659
920	0.1620669042
921	0.1620455493
922	0.1620271969
923	0.162004498
924	0.1619676155
925	0.1619359597
926	0.1618901681
927	0.1618476306
928	0.1618102696
929	0.1617813401
930	0.1617350526
931	0.1616922487
932	0.1616531978
933	0.1616163262
934	0.1615765713
935	0.161567314
936	0.1615242957
937	0.1614877665
938	0.1614687027
939	0.1614323053
940	0.1613641725
941	0.1613237807
942	0.1613030802
943	0.1612781286
944	0.1612458138
945	0.1612103643
946	0.1611848559
947	0.1611355908
948	0.1611206839
949	0.1610953674
950	0.1610533628
951	0.1610185986
952	0.1609848564
953	0.1609549639
954	0.1609077157
955	0.1608701617
956	0.1608600318
957	0.1608276146
958	0.1607903569
959	0.1607681415
960	0.1607342258
961	0.160702884
962	0.1606705252
963	0.1606221242
964	0.1605785306
965	0.1605329301
966	0.1604988037
967	0.1604706768
968	0.1604257796
969	0.160406183
970	0.1603630814
971	0.1603103286
972	0.160288826
973	0.1602552544
974	0.1601925436
975	0.1601574346
976	0.1601326425
977	0.1601066067
978	0.1600782732
979	0.1600627236
980	0.1600111665
981	0.1599881032
982	0.1599578049
983	0.1599031332
984	0.159860552
985	0.1598266236
986	0.1597839106
987	0.1597424885
988	0.1596917705
989	0.1596719992
990	0.1596313921
991	0.1595866217
992	0.1595426751
993	0.1595311087
994	0.1595010709
995	0.1594700968
996	0.1594400988
997	0.1593817899
998	0.1593378474
999	0.1593096556
